S No,Station Name,Stn Code,"Old Station
Category","New Station
Category",Division,Zone,District,State,Coordinates
4347,SONIK,SIC,E,NSG6,LKO,NR,UNNAO,UTTAR PRADESH,
4348,SUWANSA,SWS,E,NSG6,LKO,NR,PRATAPGARH,UTTAR PRADESH,
4349,TAKIA,TQA,D,NSG6,LKO,NR,UNNAO,UTTAR PRADESH,
4350,TALAKHAJURI,TLKH,E,NSG6,LKO,NR,SULTANPUR,UTTAR PRADESH,
4351,THARWAI,THW,E,NSG6,LKO,NR,PRAYAGRAJ,UTTAR PRADESH,
4352,TRILOCHAN MAHADEO,TLMD,E,NSG6,LKO,NR,JAUNPUR,UTTAR PRADESH,
4353,TRIVEDIGANJ,TEG,E,NSG6,LKO,NR,BARABANKI,UTTAR PRADESH,
4354,TULSI NAGAR HALT,TLGR,E,NSG6,LKO,NR,SULTANPUR,UTTAR PRADESH,
4355,UBARNI,UBN,E,NSG6,LKO,NR,RAE BARELI,UTTAR PRADESH,
4356,UGRASENPUR,URPR,E,NSG6,LKO,NR,PRAYAGRAJ,UTTAR PRADESH,
4357,ULNA BHARI,ULN,E,NSG6,LKO,NR,AYODHYA,UTTAR PRADESH,
4358,UTRAITIA JN.,UTR,E,NSG6,LKO,NR,LUCKNOW,UTTAR PRADESH,
4359,VYASANAGAR,VYN,E,NSG6,LKO,NR,CHANDAULI,UTTAR PRADESH,
4360,ADHYATMIK NAGAR HALT,AKNR,F,HG3,MB,NR,GHAZIABAD,UTTAR PRADESH,
4361,AMHERA HALT,ARH,F,HG3,MB,NR,BIJNOR,UTTAR PRADESH,
4362,ARSENI,ASI,F,HG3,MB,NR,HARDOI,UTTAR PRADESH,
4363,ATWA KURSATH,ATKS,F,HG3,MB,NR,HARDOI,UTTAR PRADESH,
4364,ATWA MUTHIA HALT,ATW,F,HG3,MB,NR,HARDOI,UTTAR PRADESH,
4365,BAGARPUR HALT,BGRR,F,HG3,MB,NR,BIJNOR,UTTAR PRADESH,
4366,BAHADURPUR,BHDH,F,HG3,MB,NR,SHAHJAHANPUR,UTTAR PRADESH,
4367,BAKAINA HALT,BKNA,F,HG3,MB,NR,BIJNOR,UTTAR PRADESH,
4368,BARADEV,BRDV,F,HG3,MB,NR,UNNAO,UTTAR PRADESH,
4369,BHAKRAULI,BHKL,F,HG3,MB,NR,SAMBHAL,UTTAR PRADESH,
4370,BURMI HALT,BRMX,F,HG3,MB,NR,SITAPUR,UTTAR PRADESH,
4371,CHAKKALI LAI HALT,CKLT,F,HG3,MB,NR,AMROHA,UTTAR PRADESH,
4372,CHANDSARA HALT,CXA,F,HG3,MB,NR,MEERUT,UTTAR PRADESH,
4373,CHAPRAWAT HALT,CHWT,F,HG3,MB,NR,BULANDSHAHR,UTTAR PRADESH,
4374,CHUCHELA KALAN HALT,CLKN,F,HG3,MB,NR,AMROHA,UTTAR PRADESH,
4375,DHARAMPUR HALT,DMPR,F,HG3,MB,NR,BULANDSHAHR,UTTAR PRADESH,
4376,FARHANTNAGAR,FRH,F,HG3,MB,NR,HARDOI,UTTAR PRADESH,
4377,FARHEDI HALT,FRD,F,HG3,MB,NR,MORADABAD,UTTAR PRADESH,
4378,FATEHPUR CHAURASI,FTC,F,HG3,MB,NR,UNNAO,UTTAR PRADESH,
4379,GAJU HALT,GAJU,F,HG3,MB,NR,HARDOI,UTTAR PRADESH,
4380,GANJ MURADABAD,GJMB,F,HG3,MB,NR,UNNAO,UTTAR PRADESH,
4381,GAUNTRA,GNTR,F,HG3,MB,NR,HARDOI,UTTAR PRADESH,
4382,GHAUSGANJ,GSGJ,F,HG3,MB,NR,HARDOI,UTTAR PRADESH,
4383,GHORI HALT,GHRI,F,HG3,MB,NR,SITAPUR,UTTAR PRADESH,
4384,GODHA,GDHA,F,HG3,MB,NR,ALIGARH,UTTAR PRADESH,
4385,JHALRA HALT,JHH,F,HG3,MB,NR,BIJNOR,UTTAR PRADESH,
4386,KAILI,KALI,F,HG3,MB,NR,MEERUT,UTTAR PRADESH,
4387,KARNA,KAR,E,HG3,MB,NR,HARDOI,UTTAR PRADESH,
4388,KASTLA-KASMABAD HALT,KKMB,F,HG3,MB,NR,GHAZIABAD,UTTAR PRADESH,
4389,KHARI - JHALU,KJLU,F,HG3,MB,NR,BIJNOR,UTTAR PRADESH,
4390,KUAKHERA HALT,KZS,F,HG3,MB,NR,MORADABAD,UTTAR PRADESH,
4391,MAJHAULA HALT,MJHL,F,HG3,MB,NR,SAMBHAL,UTTAR PRADESH,
4392,METHI TIKUR,METR,F,HG3,MB,NR,UNNAO,UTTAR PRADESH,
4393,NERI,NERI,F,HG3,MB,NR,SITAPUR,UTTAR PRADESH,
4394,NURNAGAR HALT,NRNR,F,HG3,MB,NR,MEERUT,UTTAR PRADESH,
4395,PATHAKPUR,PHX,F,HG3,MB,NR,SAMBHAL,UTTAR PRADESH,
4396,PATIYARA,PTYR,F,HG3,MB,NR,UNNAO,UTTAR PRADESH,
4397,PURWA KHERA,PRKE,E,HG3,MB,NR,BUDAUN,UTTAR PRADESH,
4398,"SHAHJAHANPUR
KUTCHERY",SXK,F,HG3,MB,NR,SHAHJAHANPUR,UTTAR PRADESH,
4399,SHARMA HALT,SHRM,F,HG3,MB,NR,HARDOI,UTTAR PRADESH,
4400,SHERPUR,SEPR,F,HG3,MB,NR,AMROHA,UTTAR PRADESH,
4401,SIRSI MUKHDUMPUR,SRMP,F,HG3,MB,NR,SAMBHAL,UTTAR PRADESH,
4402,SISAUNA,SISN,F,HG3,MB,NR,BIJNOR,UTTAR PRADESH,
4403,Sitapur Kutchery Halt,STRK,F,HG3,MB,NR,SITAPUR,UTTAR PRADESH,
4404,SUAHERI HALT,SXQ,E,HG3,MB,NR,BIJNOR,UTTAR PRADESH,
4405,SUNEHTI KHARKHARI HA,SNKE,F,HG3,MB,NR,MORADABAD,UTTAR PRADESH,
4406,SUNMAI HALT,SUNM,F,HG3,MB,NR,ALIGARH,UTTAR PRADESH,
4407,UGU,UGU,F,HG3,MB,NR,UNNAO,UTTAR PRADESH,
4408,HARIDWAR JN.,HW,A1,NSG2,MB,NR,HARIDWAR,UTTARAKHAND,
4409,BAREILLY JN.,BE,A1,NSG3,MB,NR,BAREILLY,UTTAR PRADESH,
4410,DEHRA DUN,DDN,A1,NSG3,MB,NR,DEHRADUN,UTTARAKHAND,
4411,HARDOI,HRI,A,NSG3,MB,NR,HARDOI,UTTAR PRADESH,
4412,MORADABAD JN.,MB,A,NSG3,MB,NR,MORADABAD,UTTAR PRADESH,
4413,ROORKEE,RK,A,NSG3,MB,NR,HARIDWAR,UTTARAKHAND,
4414,SHAHJAHANPUR JN.,SPN,A,NSG3,MB,NR,SHAHJAHANPUR,UTTAR PRADESH,
4415,AMROHA,AMRO,B,NSG4,MB,NR,AMROHA,UTTAR PRADESH,
4416,CHANDAUSI JN.,CH,A,NSG4,MB,NR,SAMBHAL,UTTAR PRADESH,
4417,HAPUR JN.,HPU,A,NSG4,MB,NR,HAPUR,UTTAR PRADESH,
4418,NAJIBABAD JN.,NBD,E,NSG4,MB,NR,BIJNOR,UTTAR PRADESH,
4419,RAMPUR,RMU,A,NSG4,MB,NR,RAMPUR,UTTAR PRADESH,
4420,ANJI SHAHABAD,AJI,D,NSG5,MB,NR,HARDOI,UTTAR PRADESH,
4421,AONLA,AO,D,NSG5,MB,NR,BAREILLY,UTTAR PRADESH,
4422,BABRALA,BBA,D,NSG5,MB,NR,SAMBHAL,UTTAR PRADESH,
4423,BALAMAU JN.,BLM,D,NSG5,MB,NR,HARDOI,UTTAR PRADESH,
4424,BIJNOR,BJO,D,NSG5,MB,NR,BIJNOR,UTTAR PRADESH,
4425,BISHARATGANJ,BTG,D,NSG5,MB,NR,BAREILLY,UTTAR PRADESH,
4426,BULANDSHAHR,BSC,D,NSG5,MB,NR,BULANDSHAHR,UTTAR PRADESH,
4427,CHANDPUR SIAU HALT,CPS,D,NSG5,MB,NR,BIJNOR,UTTAR PRADESH,
4428,DABTARA,DUB,D,NSG5,MB,NR,BUDAUN,UTTAR PRADESH,
4429,DHAMPUR .,DPR,D,NSG5,MB,NR,BIJNOR,UTTAR PRADESH,
4430,GAJRAULA JN.,GJL,D,NSG5,MB,NR,AMROHA,UTTAR PRADESH,
4431,GARHMUKTESAR,GMS,D,NSG5,MB,NR,HAPUR,UTTAR PRADESH,
4432,HALDAUR,HLDR,D,NSG5,MB,NR,BIJNOR,UTTAR PRADESH,
4433,KOTDWARA,KTW,D,NSG5,MB,NR,PAURI GARHWAL,UTTARAKHAND,
4434,LAKSAR JN.,LRJ,B,NSG5,MB,NR,HARIDWAR,UTTARAKHAND,
4435,NAGINA,NGG,D,NSG5,MB,NR,BIJNOR,UTTAR PRADESH,
4436,PILKHUA,PKW,D,NSG5,MB,NR,HAPUR,UTTAR PRADESH,
4437,PITAMBARPUR,PMR,D,NSG5,MB,NR,BAREILLY,UTTAR PRADESH,
4438,RAIWALA JN.,RWL,B,NSG5,MB,NR,DEHRADUN,UTTARAKHAND,
4439,RISHIKESH,RKSH,B,NSG5,MB,NR,DEHRADUN,UTTARAKHAND,
4440,SANDILA,SAN,D,NSG5,MB,NR,HARDOI,UTTAR PRADESH,
4441,SEOHARA,SEO,D,NSG5,MB,NR,BIJNOR,UTTAR PRADESH,
4442,SITAPUR CITY JN,SPC,D,NSG5,MB,NR,SITAPUR,UTTAR PRADESH,
4443,TILHAR,TLH,D,NSG5,MB,NR,SHAHJAHANPUR,UTTAR PRADESH,
4444,YOG N RISHIKESH,YNRK,NA,NSG5,MB,NR,DEHRADUN,UTTARAKHAND,
4445,AGHWANPUR,AWP,E,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4446,AIGAWAN,AIG,E,NSG6,MB,NR,HARDOI,UTTAR PRADESH,
4447,AITHAL,ATMO,E,NSG6,MB,NR,HARIDWAR,UTTARAKHAND,
4448,ASAFPUR,AFR,D,NSG6,MB,NR,BUDAUN,UTTAR PRADESH,
4449,ATRAULI ROAD,AUR,E,NSG6,MB,NR,ALIGARH,UTTAR PRADESH,
4450,BABUGARH,BBO,E,NSG6,MB,NR,HAPUR,UTTAR PRADESH,
4451,BAGHAULI,BGH,E,NSG6,MB,NR,HARDOI,UTTAR PRADESH,
4452,BAHJOI,BJ,E,NSG6,MB,NR,SAMBHAL,UTTAR PRADESH,
4453,BALAWALI,BLW,E,NSG6,MB,NR,BIJNOR,UTTAR PRADESH,
4454,BALIAKHERI,BAE,E,NSG6,MB,NR,SAHARANPUR,UTTAR PRADESH,
4455,BANGARMAU,BGMU,E,NSG6,MB,NR,UNNAO,UTTAR PRADESH,
4456,BANTHRA,BTRA,E,NSG6,MB,NR,SHAHJAHANPUR,UTTAR PRADESH,
4457,BARAL,BARL,E,NSG6,MB,NR,BULANDSHAHR,UTTAR PRADESH,
4458,BAREILLY CANTT. Jn.,BRYC,E,NSG6,MB,NR,BAREILLY,UTTAR PRADESH,
4459,BASI KIRATPUR,BSKR,E,NSG6,MB,NR,BIJNOR,UTTAR PRADESH,
4460,BEHTAGOKAL,BEG,E,NSG6,MB,NR,HARDOI,UTTAR PRADESH,
4461,BENIGANJ,BEJ,E,NSG6,MB,NR,HARDOI,UTTAR PRADESH,
4462,BHITAURA,BTO,E,NSG6,MB,NR,BAREILLY,UTTAR PRADESH,
4463,BILPUR,BLPU,E,NSG6,MB,NR,BAREILLY,UTTAR PRADESH,
4464,BUNDKI,BEK,E,NSG6,MB,NR,BIJNOR,UTTAR PRADESH,
4465,CHAKRAJ MAL,CAJ,E,NSG6,MB,NR,BIJNOR,UTTAR PRADESH,
4466,CHANDOK,CNK,E,NSG6,MB,NR,BIJNOR,UTTAR PRADESH,
4467,CHODIALA,CDL,E,NSG6,MB,NR,HARIDWAR,UTTARAKHAND,
4468,CLUTTERBUCKGANJ,CBJ,E,NSG6,MB,NR,BAREILLY,UTTAR PRADESH,
4469,DALELNAGAR,DLQ,E,NSG6,MB,NR,HARDOI,UTTAR PRADESH,
4470,DALPATPUR,DLP,E,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4471,DANDHERA,DNRA,E,NSG6,MB,NR,HARIDWAR,UTTARAKHAND,
4472,DASNA,DS,E,NSG6,MB,NR,GHAZIABAD,UTTAR PRADESH,
4473,DAUSNI,DSNI,E,NSG6,MB,NR,HARIDWAR,UTTARAKHAND,
4474,DHAMORA,DAM,E,NSG6,MB,NR,RAMPUR,UTTAR PRADESH,
4475,DHANARI,DN,E,NSG6,MB,NR,SAMBHAL,UTTAR PRADESH,
4476,DHANETA,DAN,E,NSG6,MB,NR,BAREILLY,UTTAR PRADESH,
4477,DIBAI,DIB,E,NSG6,MB,NR,BULANDSHAHR,UTTAR PRADESH,
4478,DILAWARNAGAR,DIL,E,NSG6,MB,NR,LUCKNOW,UTTAR PRADESH,
4479,DOIWALA,DWO,E,NSG6,MB,NR,DEHRADUN,UTTARAKHAND,
4480,DUGANPUR,DUN,E,NSG6,MB,NR,RAMPUR,UTTAR PRADESH,
4481,FAZALPUR,FZL,E,NSG6,MB,NR,BIJNOR,UTTAR PRADESH,
4482,GARHMUKTESAR BRIDGE,GGB,E,NSG6,MB,NR,HAPUR,UTTAR PRADESH,
4483,GULAOTHI,GLH,E,NSG6,MB,NR,BULANDSHAHR,UTTAR PRADESH,
4484,GUMTHAL,GTF,E,NSG6,MB,NR,SAMBHAL,UTTAR PRADESH,
4485,HABIBWALA,HBW,E,NSG6,MB,NR,BIJNOR,UTTAR PRADESH,
4486,HAFIZPUR,HZR,E,NSG6,MB,NR,HAPUR,UTTAR PRADESH,
4487,HAKIMPUR,HKP,E,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4488,HARRAWALA,HRW,E,NSG6,MB,NR,DEHRADUN,UTTARAKHAND,
4489,HARTHALA,HRH,E,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4490,HEMPUR,HMP,E,NSG6,MB,NR,SITAPUR,UTTAR PRADESH,
4491,IKKAR HALT,IKK,E,NSG6,MB,NR,HARIDWAR,UTTARAKHAND,
4492,IQBALPUR,IQB,E,NSG6,MB,NR,HARIDWAR,UTTARAKHAND,
4493,JAHANIKHERA HALT,JKH,E,NSG6,MB,NR,HARDOI,UTTAR PRADESH,
4494,JARGAON,JRJ,E,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4495,JUNG BAHADURGANJ,JBG,E,NSG6,MB,NR,KHERI,UTTAR PRADESH,
4496,JWALAPUR,JWP,D,NSG6,MB,NR,HARIDWAR,UTTARAKHAND,
4497,KAFURPUR,KFPR,E,NSG6,MB,NR,AMROHA,UTTAR PRADESH,
4498,KAHILIA,KH,E,NSG6,MB,NR,SHAHJAHANPUR,UTTAR PRADESH,
4499,KAILSA,KIV,E,NSG6,MB,NR,AMROHA,UTTAR PRADESH,
4500,KAKORI,KKJ,E,NSG6,MB,NR,LUCKNOW,UTTAR PRADESH,
4501,KANKATHER,KHE,E,NSG6,MB,NR,AMROHA,UTTAR PRADESH,
4502,KANSRAO,QSR,NA,NSG6,MB,NR,DEHRADUN,UTTARAKHAND,
4503,KANTH,KNT,D,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4504,KARENGI,KEG,E,NSG6,MB,NR,BUDAUN,UTTAR PRADESH,
4505,KATGHAR,KGF,E,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4506,KAURAH,KUF,E,NSG6,MB,NR,HARDOI,UTTAR PRADESH,
4507,KHARKHAUDA,KXK,E,NSG6,MB,NR,MEERUT,UTTAR PRADESH,
4508,KHURJA CITY,KJY,E,NSG6,MB,NR,BULANDSHAHR,UTTAR PRADESH,
4509,KUCHESAR ROAD,QXR,E,NSG6,MB,NR,HAPUR,UTTAR PRADESH,
4510,KUNDARKHI,KD,E,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4511,LANDAURA,LDR,E,NSG6,MB,NR,HARIDWAR,UTTARAKHAND,
4512,LODIPUR BISHENPUR HA,LDP,E,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4513,MACHARIYA,MCV,E,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4514,MADHOGANJ,MAH,E,NSG6,MB,NR,HARDOI,UTTAR PRADESH,
4515,MAHESRA HALT,MHHR,E,NSG6,MB,NR,AMROHA,UTTAR PRADESH,
4516,MAHOLI,MAHO,E,NSG6,MB,NR,SITAPUR,UTTAR PRADESH,
4517,MAHRAULI,MFH,E,NSG6,MB,NR,GHAZIABAD,UTTAR PRADESH,
4518,MAIKALGANJ,MINJ,E,NSG6,MB,NR,KHERI,UTTAR PRADESH,
4519,MAKHI,MKHI,E,NSG6,MB,NR,UNNAO,UTTAR PRADESH,
4520,MALIHABAD,MLD,E,NSG6,MB,NR,LUCKNOW,UTTAR PRADESH,
4521,MALLANWAN,MLW,E,NSG6,MB,NR,HARDOI,UTTAR PRADESH,
4522,MANDI DHANAURA,MNDR,E,NSG6,MB,NR,AMROHA,UTTAR PRADESH,
4523,MASIT,MST,E,NSG6,MB,NR,HARDOI,UTTAR PRADESH,
4524,MATLABPUR,MTB,E,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4525,MEWA NAWADA,MWE,E,NSG6,MB,NR,BIJNOR,UTTAR PRADESH,
4526,MILAK,MIL,E,NSG6,MB,NR,RAMPUR,UTTAR PRADESH,
4527,MIRANPUR KATRA,MK,E,NSG6,MB,NR,SHAHJAHANPUR,UTTAR PRADESH,
4528,MISRIKH TIRATH,MSTH,E,NSG6,MB,NR,SITAPUR,UTTAR PRADESH,
4529,MOTICHUR,MOTC,D,NSG6,MB,NR,HARIDWAR,UTTARAKHAND,
4530,MUAZZAMPUR NARAIN JN,MZM,E,NSG6,MB,NR,BIJNOR,UTTAR PRADESH,
4531,MUNDHA PANDEY,MPH,E,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4532,MURSHADPUR,MSDR,E,NSG6,MB,NR,BIJNOR,UTTAR PRADESH,
4533,NAGARIA SADAT,NRS,E,NSG6,MB,NR,BAREILLY,UTTAR PRADESH,
4534,NAIMISHARANYA,NM,E,NSG6,MB,NR,SITAPUR,UTTAR PRADESH,
4535,NISOI,NSU,E,NSG6,MB,NR,BAREILLY,UTTAR PRADESH,
4536,PARSA KHERA,PKRA,E,NSG6,MB,NR,BAREILLY,UTTAR PRADESH,
4537,PATHRI,PRI,E,NSG6,MB,NR,HARIDWAR,UTTARAKHAND,
4538,PURAINI,PNI,E,NSG6,MB,NR,BIJNOR,UTTAR PRADESH,
4539,RAHIMABAD,RBD,E,NSG6,MB,NR,LUCKNOW,UTTAR PRADESH,
4540,RAISI,RSI,E,NSG6,MB,NR,HARIDWAR,UTTARAKHAND,
4541,RAJA-KA-SAHASPUR JN.,RJK,B,NSG6,MB,NR,MORADABAD,UTTAR PRADESH,
4542,RAJGHAT NARORA,RG,D,NSG6,MB,NR,BULANDSHAHR,UTTAR PRADESH,
4543,RAMGANGA,RGB,E,NSG6,MB,NR,BAREILLY,UTTAR PRADESH,
4544,RAMKOT,RAK,E,NSG6,MB,NR,SITAPUR,UTTAR PRADESH,
4545,RASUIYA,RYS,E,NSG6,MB,NR,BAREILLY,UTTAR PRADESH,
4546,REOTI BAHORA KHERA,RBK,E,NSG6,MB,NR,BAREILLY,UTTAR PRADESH,
4547,ROZA JN.,RAC,D,NSG6,MB,NR,SHAHJAHANPUR,UTTAR PRADESH,
4548,SAFIPUR,SFPR,E,NSG6,MB,NR,UNNAO,UTTAR PRADESH,
4549,SAMBAHAL HATIM SARAI,SHTS,E,NSG6,MB,NR,SAMBHAL,UTTAR PRADESH,
4550,SANEH ROAD,SNX,E,NSG6,MB,NR,BIJNOR,UTTAR PRADESH,
4551,SHAHJAD NAGAR,SAR,E,NSG6,MB,NR,RAMPUR,UTTAR PRADESH,
4552,SIMBHAULI,SMBL,E,NSG6,MB,NR,HAPUR,UTTAR PRADESH,
4553,SISARKA,SSKA,E,NSG6,MB,NR,BUDAUN,UTTAR PRADESH,
4554,TISUA,TSA,E,NSG6,MB,NR,BAREILLY,UTTAR PRADESH,
4555,TODARPUR,TDP,E,NSG6,MB,NR,HARDOI,UTTAR PRADESH,
4556,UMAR TALI,UTA,E,NSG6,MB,NR,HARDOI,UTTAR PRADESH,
4557,UNCHAULIA,UCH,E,NSG6,MB,NR,KHERI,UTTAR PRADESH,
4558,VIRBHADRA HALT,VRH,F,NSG6,MB,NR,DEHRADUN,UTTARAKHAND,
4559,SAMRALA,SMRL,E,HG2,UMB,NR,LUDHIANA,PUNJAB,
4560,TANDWAL,TDW,F,HG2,UMB,NR,AMBALA,HARYANA,
4561,BAHAWAL BASI,BFE,F,HG3,UMB,NR,FAZILKA,PUNJAB,
4562,BAHMAN DIWANA,BWX,F,HG3,UMB,NR,BATHINDA,PUNJAB,
4563,BAKAYANWALA,BKWA,F,HG3,UMB,NR,FAZILKA,PUNJAB,
4564,BHANUPLI HALT,BNLY,F,HG3,UMB,NR,RUPNAGAR,PUNJAB,
4565,BHARUR HALT,BZ,F,HG3,UMB,NR,SANGRUR,PUNJAB,
4566,DAULATPUR HARYANA,DULP,F,HG3,UMB,NR,HISAR,HARYANA,
4567,GAJUWALA HALT,GJW,F,HG3,UMB,NR,FATEHABAD,HARYANA,
4568,GHUNAS HALT,GUNS,E,HG3,UMB,NR,BARNALA,PUNJAB,
4569,KAKRALA HALT,KKRL,F,HG3,UMB,NR,PATIALA,PUNJAB,
4570,KHAMANON,KMNN,E,HG3,UMB,NR,FATEHGARH SAHIB,PUNJAB,
4571,KILANWALI PUNJAB,KLWL,E,HG3,UMB,NR,FAZILKA,PUNJAB,
4572,KOTHA PAKKI HALT,KTPK,F,HG3,UMB,NR,GANGANAGAR,RAJASTHAN,
4573,KUDNI,KUDN,F,HG3,UMB,NR,FATEHABAD,HARYANA,
4574,LAL KALAN,LLKN,E,HG3,UMB,NR,LUDHIANA,PUNJAB,
4575,MOHANPURA HALT,MOPR,F,HG3,UMB,NR,GANGANAGAR,RAJASTHAN,
4576,ORKI HALT,ORKI,F,HG3,UMB,NR,GANGANAGAR,RAJASTHAN,
4577,PANOH,PH,F,HG3,UMB,NR,UNA,HIMACHAL PRADESH,
4578,PATIALA CANT.,PTE,F,HG3,UMB,NR,PATIALA,PUNJAB,
4579,PIRTHALA LALAUDA,PLT,F,HG3,UMB,NR,FATEHABAD,HARYANA,
4580,ROHIRA GHALLUGHARA H,RHW,E,HG3,UMB,NR,SANGRUR,PUNJAB,
4581,AMBALA CANTT. JN.,UMB,A1,NSG2,UMB,NR,AMBALA,HARYANA,
4582,CHANDIGARH,CDG,A1,NSG2,UMB,NR,CHANDIGARH,CHANDIGARH,
4583,BATHINDA JN.,BTI,A,NSG3,UMB,NR,BATHINDA,PUNJAB,
4584,KALKA,KLK,A,NSG3,UMB,NR,PANCHKULA,HARYANA,
4585,SAHARANPUR JN.,SRE,A,NSG3,UMB,NR,SAHARANPUR,UTTAR PRADESH,
4586,ABOHAR,ABS,B,NSG4,UMB,NR,FAZILKA,PUNJAB,
4587,PATIALA,PTA,A,NSG4,UMB,NR,PATIALA,PUNJAB,
4588,RAJPURA JN.,RPJ,A,NSG4,UMB,NR,PATIALA,PUNJAB,
4589,SIRHIND JN.,SIR,A,NSG4,UMB,NR,FATEHGARH SAHIB,PUNJAB,
4590,AMB ANDAURA,AADR,E,NSG5,UMB,NR,UNA,HIMACHAL PRADESH,
4591,AMBALA CITY,UBC,D,NSG5,UMB,NR,AMBALA,HARYANA,
4592,ANANDPUR SAHIB,ANSB,D,NSG5,UMB,NR,RUPNAGAR,PUNJAB,
4593,BARARA,RAA,D,NSG5,UMB,NR,AMBALA,HARYANA,
4594,BARNALA,BNN,D,NSG5,UMB,NR,BARNALA,PUNJAB,
4595,DHURI JN.,DUI,D,NSG5,UMB,NR,SANGRUR,PUNJAB,
4596,GIDDARBAHA,GDB,D,NSG5,UMB,NR,SRI MUKTSAR SAHIB,PUNJAB,
4597,JAGADHRI WORKSHOP,JUDW,D,NSG5,UMB,NR,YAMUNANAGAR,HARYANA,
4598,KHANNA,KNN,D,NSG5,UMB,NR,LUDHIANA,PUNJAB,
4599,MALERKOTLA,MET,D,NSG5,UMB,NR,SANGRUR,PUNJAB,
4600,MALOUT,MOT,D,NSG5,UMB,NR,SRI MUKTSAR SAHIB,PUNJAB,
4601,MANDI GOBIND GARH,GVG,D,NSG5,UMB,NR,FATEHGARH SAHIB,PUNJAB,
4602,NABHA,NBA,D,NSG5,UMB,NR,PATIALA,PUNJAB,
4603,NANGAL DAM,NLDM,D,NSG5,UMB,NR,RUPNAGAR,PUNJAB,
4604,RAMPURA PHUL,PUL,D,NSG5,UMB,NR,BATHINDA,PUNJAB,
4605,ROOP NAGAR,RPAR,D,NSG5,UMB,NR,RUPNAGAR,PUNJAB,
4606,SAHIBZADA AJITSINGH,SASN,E,NSG5,UMB,NR,RUPNAGAR,PUNJAB,
4607,SANGRUR,SAG,D,NSG5,UMB,NR,SANGRUR,PUNJAB,
4608,SHIMLA,SML,D,NSG5,UMB,NR,SHIMLA,HIMACHAL PRADESH,
4609,SUNAM UDHAM S W,SFMU,D,NSG5,UMB,NR,SANGRUR,PUNJAB,
4610,UNA HIMACHAL,UHL,B,NSG5,UMB,NR,UNA,HIMACHAL PRADESH,
4611,YAMUNANAGAR JUD,YJUD,A,NSG5,UMB,NR,YAMUNANAGAR,HARYANA,
4612,AHMED GARH,AHH,E,NSG6,UMB,NR,SANGRUR,PUNJAB,
4613,ALAL,ALAL,E,NSG6,UMB,NR,SANGRUR,PUNJAB,
4614,BAHADUR SINGH WALA,BSS,E,NSG6,UMB,NR,SANGRUR,PUNJAB,
4615,BAROG,BOF,E,NSG6,UMB,NR,SOLAN,HIMACHAL PRADESH,
4616,BARWALA,BXC,E,NSG6,UMB,NR,HISAR,HARYANA,
4617,BASSI PATHANAN,BSPN,E,NSG6,UMB,NR,FATEHGARH SAHIB,PUNJAB,
4618,BATHINDA CANTT.,BTIC,E,NSG6,UMB,NR,BATHINDA,PUNJAB,
4619,BHARATGARH,BARJ,E,NSG6,UMB,NR,RUPNAGAR,PUNJAB,
4620,BHUCHCHU,BCU,E,NSG6,UMB,NR,BATHINDA,PUNJAB,
4621,BULLUANA,BHX,E,NSG6,UMB,NR,BATHINDA,PUNJAB,
4622,CHAJLI,CJL,E,NSG6,UMB,NR,SANGRUR,PUNJAB,
4623,CHANDI MANDIR,CNDM,D,NSG6,UMB,NR,PANCHKULA,HARYANA,
4624,CHAWAPAIL,CHA,E,NSG6,UMB,NR,LUDHIANA,PUNJAB,
4625,CHHINTANWALA,CTW,E,NSG6,UMB,NR,PATIALA,PUNJAB,
4626,CHINTPURNI MARG,CHMG,NEW,NSG6,UMB,NR,UNA,HIMACHAL PRADESH,
4627,CHURARU TAKARLA,CHTL,E,NSG6,UMB,NR,UNA,HIMACHAL PRADESH,
4628,DAPPER,DHPR,E,NSG6,UMB,NR,S.A.S NAGAR,PUNJAB,
4629,DARAZPUR,DZP,E,NSG6,UMB,NR,YAMUNANAGAR,HARYANA,
4630,DAULATPUR CHAUK,DLPC,E,NSG6,UMB,NR,UNA,HIMACHAL PRADESH,
4631,DAUN KALAN,DOC,E,NSG6,UMB,NR,PATIALA,PUNJAB,
4632,DHABLAN,DBN,E,NSG6,UMB,NR,PATIALA,PUNJAB,
4633,DHANSU,DNX,E,NSG6,UMB,NR,HISAR,HARYANA,
4634,DHARAMPUR HIMACHAL,DMP,E,NSG6,UMB,NR,SOLAN,HIMACHAL PRADESH,
4635,DHULKOT,DKT,E,NSG6,UMB,NR,AMBALA,HARYANA,
4636,DORAHA,DOA,E,NSG6,UMB,NR,LUDHIANA,PUNJAB,
