S No,Station Name,Stn Code,"Old Station
Category","New Station
Category",Division,Zone,District,State,Coordinates
4637,DUKHERI,DOKY,E,NSG6,UMB,NR,AMBALA,HARYANA,
4638,FAQARSAR,FSR,E,NSG6,UMB,NR,SRI MUKTSAR SAHIB,PUNJAB,
4639,FATEHGARH SAHIB,FGSB,E,NSG6,UMB,NR,FATEHGARH SAHIB,PUNJAB,
4640,FATUHI,FTH,E,NSG6,UMB,NR,GANGANAGAR,RAJASTHAN,
4641,GHAGGHAR,GHG,E,NSG6,UMB,NR,S.A.S NAGAR,PUNJAB,
4642,GHANAULI,GANL,E,NSG6,UMB,NR,RUPNAGAR,PUNJAB,
4643,GILL,GILL,E,NSG6,UMB,NR,LUDHIANA,PUNJAB,
4644,GOVINDGARH KHOKHAR,GGKR,E,NSG6,UMB,NR,SANGRUR,PUNJAB,
4645,GUMMAN,GMM,E,NSG6,UMB,NR,SOLAN,HIMACHAL PRADESH,
4646,GURNAY,GRN,E,NSG6,UMB,NR,SANGRUR,PUNJAB,
4647,HADIAYA,HYA,E,NSG6,UMB,NR,BARNALA,PUNJAB,
4648,HIMMATANA,HMI,E,NSG6,UMB,NR,SANGRUR,PUNJAB,
4649,HINDUMALKOTE,HMK,E,NSG6,UMB,NR,GANGANAGAR,RAJASTHAN,
4650,JAMALPUR SHAIKHAN,JPS,E,NSG6,UMB,NR,FARIDABAD,HARYANA,
4651,JETHUKE,JHK,E,NSG6,UMB,NR,BATHINDA,PUNJAB,
4652,JUTOGH,JTO,E,NSG6,UMB,NR,SHIMLA,HIMACHAL PRADESH,
4653,KALANOUR,KNZ,E,NSG6,UMB,NR,YAMUNANAGAR,HARYANA,
4654,KANDAGHAT,KDZ,E,NSG6,UMB,NR,SOLAN,HIMACHAL PRADESH,
4655,KANOH,KANO,E,NSG6,UMB,NR,SOLAN,HIMACHAL PRADESH,
4656,KATHLEEGHAT,KEJ,E,NSG6,UMB,NR,SOLAN,HIMACHAL PRADESH,
4657,KAULI,KLI,E,NSG6,UMB,NR,PATIALA,PUNJAB,
4658,KAULSERI,KLSX,E,NSG6,UMB,NR,SANGRUR,PUNJAB,
4659,KESRI,KES,E,NSG6,UMB,NR,AMBALA,HARYANA,
4660,KHARAR,KARR,E,NSG6,UMB,NR,S.A.S NAGAR,PUNJAB,
4661,KILA RAIPUR,QRP,E,NSG6,UMB,NR,LUDHIANA,PUNJAB,
4662,KIRATPUR SAHIB,KART,D,NSG6,UMB,NR,RUPNAGAR,PUNJAB,
4663,KOTI,KOTI,E,NSG6,UMB,NR,SOLAN,HIMACHAL PRADESH,
4664,KUMARHATTI DAGSHAI,KMTI,E,NSG6,UMB,NR,SOLAN,HIMACHAL PRADESH,
4665,KUP,KUP,E,NSG6,UMB,NR,SANGRUR,PUNJAB,
4666,KURALI,KRLI,D,NSG6,UMB,NR,S.A.S NAGAR,PUNJAB,
4667,LALRU,LLU,E,NSG6,UMB,NR,S.A.S NAGAR,PUNJAB,
4668,LEHRA GAGA,LHA,E,NSG6,UMB,NR,SANGRUR,PUNJAB,
4669,LEHRA MUHABBAT,LHM,E,NSG6,UMB,NR,BATHINDA,PUNJAB,
4670,MIANPUR,MNPR,E,NSG6,UMB,NR,RUPNAGAR,PUNJAB,
4671,MORINDA,MRND,E,NSG6,UMB,NR,RUPNAGAR,PUNJAB,
4672,MUSTAFABAD,MFB,E,NSG6,UMB,NR,YAMUNANAGAR,HARYANA,
4673,NEW MORINDA,NMDA,E,NSG6,UMB,NR,RUPNAGAR,PUNJAB,
4674,NOGANWAN,NGWN,E,NSG6,UMB,NR,FATEHGARH SAHIB,PUNJAB,
4675,PAKKI,PKK,E,NSG6,UMB,NR,SRI MUKTSAR SAHIB,PUNJAB,
4676,PANJ-KOSI,PJK,E,NSG6,UMB,NR,FAZILKA,PUNJAB,
4677,PILKHANI,PKY,E,NSG6,UMB,NR,SAHARANPUR,UTTAR PRADESH,
4678,RAI MAIHATPUR,MTPR,E,NSG6,UMB,NR,UNA,HIMACHAL PRADESH,
4679,RAIPUR HARYANA,RPHR,E,NSG6,UMB,NR,HISAR,HARYANA,
4680,SADHOO GARH,SDY,E,NSG6,UMB,NR,FATEHGARH SAHIB,PUNJAB,
4681,SALOGRA,SLR,E,NSG6,UMB,NR,SOLAN,HIMACHAL PRADESH,
4682,SAMBHU,SMU,E,NSG6,UMB,NR,PATIALA,PUNJAB,
4683,SARAI BANJARA,SBJ,E,NSG6,UMB,NR,PATIALA,PUNJAB,
4684,SARSAWA,SSW,E,NSG6,UMB,NR,SAHARANPUR,UTTAR PRADESH,
4685,SEKHA,SEQ,E,NSG6,UMB,NR,BARNALA,PUNJAB,
4686,SHOGHI,SGS,E,NSG6,UMB,NR,SHIMLA,HIMACHAL PRADESH,
4687,SOLAN,SOL,E,NSG6,UMB,NR,SOLAN,HIMACHAL PRADESH,
4688,SONWARA,SWO,E,NSG6,UMB,NR,SOLAN,HIMACHAL PRADESH,
4689,SUMMER HILL,SHZ,E,NSG6,UMB,NR,SHIMLA,HIMACHAL PRADESH,
4690,TAKSAL,TSL,E,NSG6,UMB,NR,SOLAN,HIMACHAL PRADESH,
4691,TAPA,TAPA,D,NSG6,UMB,NR,BARNALA,PUNJAB,
4692,TARADEVI,TVI,E,NSG6,UMB,NR,SHIMLA,HIMACHAL PRADESH,
4693,UKLANA,UKN,E,NSG6,UMB,NR,HISAR,HARYANA,
4694,DEVGARH MADARIYA,DOHM,F,HG2,AII,NWR,RAJSAMAND,RAJASTHAN,
4695,KANKROLI,KDL,F,HG2,AII,NWR,RAJSAMAND,RAJASTHAN,
4696,BANGURGRAM,BNGM,E,HG3,AII,NWR,AJMER,RAJASTHAN,
4697,BANSI BOHERA,BYE,F,HG3,AII,NWR,CHITTORGARH,RAJASTHAN,
4698,BEJNAL,BJN,F,HG3,AII,NWR,RAJSAMAND,RAJASTHAN,
4699,BHINDAR,BNNR,F,HG3,AII,NWR,UDAIPUR,RAJASTHAN,
4700,BHOJRAS,BHAS,F,HG3,AII,NWR,BHILWARA,RAJASTHAN,
4701,BUDHA PUSHKAR HALT,BPKH,F,HG3,AII,NWR,AJMER,RAJASTHAN,
4702,DET,DET,E,HG3,AII,NWR,CHITTORGARH,RAJASTHAN,
4703,DHUWALA,DWL,E,HG3,AII,NWR,BHILWARA,RAJASTHAN,
4704,DOLAJIKA KHERA,DJKR,F,HG3,AII,NWR,RAJSAMAND,RAJASTHAN,
4705,GORAM GHAT,GGO,F,HG3,AII,NWR,RAJSAMAND,RAJASTHAN,
4706,JAGABOR,JO,F,HG3,AII,NWR,DUNGARPUR,RAJASTHAN,
4707,KANOR,KFN,F,HG3,AII,NWR,UDAIPUR,RAJASTHAN,
4708,KHARA KAMERI,KRKM,F,HG3,AII,NWR,RAJSAMAND,RAJASTHAN,
4709,KHERODA,KHW,F,HG3,AII,NWR,UDAIPUR,RAJASTHAN,
4710,KOTANA,KTOA,F,HG3,AII,NWR,DUNGARPUR,RAJASTHAN,
4711,KUANRIYA,KXA,E,HG3,AII,NWR,RAJSAMAND,RAJASTHAN,
4712,KUNDALGARH,KDLG,F,HG3,AII,NWR,UDAIPUR,RAJASTHAN,
4713,KUWANTHAL,KUTL,F,HG3,AII,NWR,AJMER,RAJASTHAN,
4714,LAWA-SARDARGARH,LSG,F,HG3,AII,NWR,RAJSAMAND,RAJASTHAN,
4715,MAKARWADI HALT,MKWI,F,HG3,AII,NWR,AJMER,RAJASTHAN,
4716,MARWAR RANAWAS,MRWS,F,HG3,AII,NWR,PALI,RAJASTHAN,
4717,NETAWAL,NTWL,F,HG3,AII,NWR,CHITTORGARH,RAJASTHAN,
4718,PADLA,PDQ,F,HG3,AII,NWR,UDAIPUR,RAJASTHAN,
4719,SEMARI,SES,E,HG3,AII,NWR,UDAIPUR,RAJASTHAN,
4720,SHALASHAH THANA,SHLT,A,HG3,AII,NWR,BANAS KANTHA,GUJARAT,
4721,SHAMLAJI ROAD,SJS,F,HG3,AII,NWR,SABAR KANTHA,GUJARAT,
4722,SHRI BHAVNATH,SBHN,A,HG3,AII,NWR,DUNGARPUR,RAJASTHAN,
4723,SONIANA,SNYN,E,HG3,AII,NWR,BHILWARA,RAJASTHAN,
4724,SUNAK,SUC,A,HG3,AII,NWR,SABAR KANTHA,GUJARAT,
4725,SUR KHND KHERA,SZK,F,HG3,AII,NWR,UDAIPUR,RAJASTHAN,
4726,THAMLA MOGANA,TMGN,F,HG3,AII,NWR,UDAIPUR,RAJASTHAN,
4727,VALLABHNAGAR,VBN,F,HG3,AII,NWR,UDAIPUR,RAJASTHAN,
4728,VIRAVADA HALT,VRV,F,HG3,AII,NWR,SABAR KANTHA,GUJARAT,
4729,AJMER JN.,AII,A1,NSG2,AII,NWR,AJMER,RAJASTHAN,
4730,ABU ROAD,ABR,A,NSG3,AII,NWR,SIROHI,RAJASTHAN,
4731,BHILWARA,BHL,A,NSG3,AII,NWR,BHILWARA,RAJASTHAN,
4732,UDAIPUR CITY,UDZ,A,NSG-3,AII,NWR,UDAIPUR,RAJASTHAN,
4733,BEAWAR,BER,B,NSG4,AII,NWR,AJMER,RAJASTHAN,
4734,FALNA,FA,A,NSG4,AII,NWR,PALI,RAJASTHAN,
4735,MARWAR JN.,MJ,A,NSG-4,AII,NWR,PALI,RAJASTHAN,
4736,BIJAINAGAR,BJNR,D,NSG5,AII,NWR,AJMER,RAJASTHAN,
4737,FATEHNAGAR,FAN,E,NSG5,AII,NWR,RAJSAMAND,RAJASTHAN,
4738,JAWAI BANDH,JWB,B,NSG5,AII,NWR,PALI,RAJASTHAN,
4739,KAPASAN,KIN,D,NSG5,AII,NWR,UDAIPUR,RAJASTHAN,
4740,MAVLI JN.,MVJ,B,NSG-5,AII,NWR,UDAIPUR,RAJASTHAN,
4741,NASIRABAD,NSD,D,NSG-5,AII,NWR,AJMER,RAJASTHAN,
4742,PINDWARA,PDWA,D,NSG-5,AII,NWR,SIROHI,RAJASTHAN,
4743,RANAPRATAPNAGAR,RPZ,D,NSG-5,AII,NWR,UDAIPUR,RAJASTHAN,
4744,RANI,RANI,A,NSG-5,AII,NWR,PALI,RAJASTHAN,
4745,SOJAT ROAD,SOD,D,NSG-5,AII,NWR,PALI,RAJASTHAN,
4746,SOMESAR,SOS,D,NSG-5,AII,NWR,PALI,RAJASTHAN,
4747,ADARSHNAGAR,AHO,E,NSG6,AII,NWR,AJMER,RAJASTHAN,
4748,AMARPURA,APA,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4749,AUWA,AUWA,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4750,BAGRI NAGAR,BQN,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4751,BANAS,BNS,E,NSG6,AII,NWR,SIROHI,RAJASTHAN,
4752,BANDANWARA,BDW,E,NSG6,AII,NWR,AJMER,RAJASTHAN,
4753,BANTA RAGHUNATHGARH,BGG,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4754,BAR,BAR,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4755,BARI SADRI,BI,E,NSG6,AII,NWR,CHITTORGARH,RAJASTHAN,
4756,BECHHIWARA,BHWA,E,NSG6,AII,NWR,DUNGARPUR,RAJASTHAN,
4757,BHIMAL,BIML,E,NSG6,AII,NWR,UDAIPUR,RAJASTHAN,
4758,BHIMANA,BMN,E,NSG6,AII,NWR,SIROHI,RAJASTHAN,
4759,BHINWALIYA,BWA,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4760,BHUPALSAGAR (KARERA),BSJ,E,NSG6,AII,NWR,CHITTORGARH,RAJASTHAN,
4761,BIROLIYA,BRLY,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4762,CHANDAWAL,CNL,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4763,CHARBHUJA ROAD,CBG,E,NSG6,AII,NWR,RAJSAMAND,RAJASTHAN,
4764,CHITRASANI,CTT,E,NSG6,AII,NWR,BANAS KANTHA,GUJARAT,
4765,DAURAI,DOZ,E,NSG6,AII,NWR,AJMER,RAJASTHAN,
4766,DEBARI,DRB,E,NSG6,AII,NWR,UDAIPUR,RAJASTHAN,
4767,DHARESHWAR,DRS,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4768,DUNGARPUR,DNRP,E,NSG6,AII,NWR,DUNGARPUR,RAJASTHAN,
4769,GANGARAR,GGR,E,NSG6,AII,NWR,CHITTORGARH,RAJASTHAN,
4770,GHOSUNDA,GSD,E,NSG6,AII,NWR,CHITTORGARH,RAJASTHAN,
4771,GULABPURA,GBP,F,NSG6,AII,NWR,BHILWARA,RAJASTHAN,
4772,GURIYA,GRI,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4773,HAMIRGARH,HMG,E,NSG6,AII,NWR,BHILWARA,RAJASTHAN,
4774,HARIPUR,HP,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4775,HATUNDI,HTD,E,NSG6,AII,NWR,AJMER,RAJASTHAN,
4776,JAI SAMAND ROAD,JYM,E,NSG6,AII,NWR,UDAIPUR,RAJASTHAN,
4777,JAWALI,JAL,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4778,JETHI,JTY,E,NSG6,AII,NWR,BANAS KANTHA,GUJARAT,
4779,JHARWASA,JWS,E,NSG6,AII,NWR,AJMER,RAJASTHAN,
4780,KARJODA,KRJD,E,NSG6,AII,NWR,BANAS KANTHA,GUJARAT,
4781,KESHAVGANJ,KVJ,E,NSG6,AII,NWR,SIROHI,RAJASTHAN,
4782,KHAMBLI GHAT,KBK,E,NSG6,AII,NWR,RAJSAMAND,RAJASTHAN,
4783,KHARWA,KRW,E,NSG6,AII,NWR,AJMER,RAJASTHAN,
4784,KHARWA CHANDA,KRCD,E,NSG6,AII,NWR,UDAIPUR,RAJASTHAN,
4785,KHEMLI,KLH,E,NSG6,AII,NWR,UDAIPUR,RAJASTHAN,
4786,KHIMEL,KZQ,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4787,KIVARLI,KWI,E,NSG6,AII,NWR,SIROHI,RAJASTHAN,
4788,KOTHAR.,KTR,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4789,LAMBIYA,LMA,E,NSG6,AII,NWR,BHILWARA,RAJASTHAN,
4790,LQBAL GADH,IQG,E,NSG6,AII,NWR,BANAS KANTHA,GUJARAT,
4791,LUSADIYA,LSD,E,NSG6,AII,NWR,SABAR KANTHA,GUJARAT,
4792,MADAR JN,MDJN,D,NSG6,AII,NWR,AJMER,RAJASTHAN,
4793,MAKRERA,MKRA,E,NSG6,AII,NWR,AJMER,RAJASTHAN,
4794,MANDAL,MDL,E,NSG6,AII,NWR,BHILWARA,RAJASTHAN,
4795,MANDPIYA,MDPA,E,NSG6,AII,NWR,BHILWARA,RAJASTHAN,
4796,MANGALIYAWAS,MLI,F,NSG6,AII,NWR,AJMER,RAJASTHAN,
4797,MAVAL,MAA,E,NSG6,AII,NWR,SIROHI,RAJASTHAN,
4798,MOKHAMPURA,MAKH,E,NSG6,AII,NWR,AJMER,RAJASTHAN,
4799,MORI BERA,MOI,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4800,MORTHALA,MXO,E,NSG6,AII,NWR,SIROHI,RAJASTHAN,
4801,NANA,NANA,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4802,NATHDWARA,NDT,E,NSG6,AII,NWR,RAJSAMAND,RAJASTHAN,
4803,PANDOLI,PMO,E,NSG6,AII,NWR,CHITTORGARH,RAJASTHAN,
4804,PHULAD,FLD,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4805,PIPERAN,PIRN,F,NSG6,AII,NWR,UDAIPUR,RAJASTHAN,
4806,PIPLAJ,PPF,E,NSG6,AII,NWR,AJMER,RAJASTHAN,
4807,PUSHKAR TERMINUS,PUHT,F,NSG6,AII,NWR,AJMER,RAJASTHAN,
4808,RAIGADH ROAD,RGQ,E,NSG6,AII,NWR,SABAR KANTHA,GUJARAT,
4809,RAILA ROAD,RLR,E,NSG6,AII,NWR,BHILWARA,RAJASTHAN,
4810,RAJOSI,ROS,E,NSG6,AII,NWR,AJMER,RAJASTHAN,
4811,RIKHABDEV ROAD,RDD,E,NSG6,AII,NWR,UDAIPUR,RAJASTHAN,
4812,RUPAHELI,RPI,E,NSG6,AII,NWR,BHILWARA,RAJASTHAN,
4813,SARADHANA,SDH,E,NSG6,AII,NWR,AJMER,RAJASTHAN,
4814,SARERI,SSR,F,NSG6,AII,NWR,BHILWARA,RAJASTHAN,
4815,SAROTRA ROAD,SZA,E,NSG6,AII,NWR,BANAS KANTHA,GUJARAT,
4816,SENDRA,SEU,E,NSG6,AII,NWR,PALI,RAJASTHAN,
4817,SHRI AMIRGADH,SIM,E,NSG6,AII,NWR,BANAS KANTHA,GUJARAT,
4818,SINGWAL,SGW,E,NSG6,AII,NWR,AJMER,RAJASTHAN,
4819,SWARUPGANJ,SRPJ,E,NSG6,AII,NWR,SIROHI,RAJASTHAN,
4820,UMRA,UMRA,E,NSG6,AII,NWR,UDAIPUR,RAJASTHAN,
4821,ZAWAR,ZW,E,NSG6,AII,NWR,UDAIPUR,RAJASTHAN,
4822,AMARPURA RATHAN,AMPR,F,HG3,BKN,NWR,HANUMANGARH,RAJASTHAN,
4823,AURANG NAGAR,AUN,F,HG3,BKN,NWR,BHIWANI,HARYANA,
4824,BAJEKHAN HALT,BJKN,F,HG3,BKN,NWR,SIRSA,HARYANA,
4825,BAMANWALI,BMNL,F,HG3,BKN,NWR,BIKANER,RAJASTHAN,
4826,BANGI NIHAL SINGH,BNLS,F,HG3,BKN,NWR,BATHINDA,PUNJAB,
4827,BELASAR HALT,BLSR,F,HG3,BKN,NWR,BIKANER,RAJASTHAN,
4828,BERORE HALT,BROR,F,HG3,BKN,NWR,GANGANAGAR,RAJASTHAN,
4829,BEWAR BHOJAN,BWBN,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4830,BHUKARKA,BKKA,F,HG3,BKN,NWR,HANUMANGARH,RAJASTHAN,
4831,BIGGABAS RAMSARA,BGRM,F,HG3,BKN,NWR,BIKANER,RAJASTHAN,
4832,BOJAWAS HALT,BJWS,F,HG3,BKN,NWR,MAHENDRAGARH,HARYANA,
4833,BUDHSINGHWALA,BDSW,F,HG3,BKN,NWR,GANGANAGAR,RAJASTHAN,
4834,BUGIA,BUGY,F,HG3,BKN,NWR,GANGANAGAR,RAJASTHAN,
4835,BUGLANWALI,BUGL,F,HG3,BKN,NWR,HANUMANGARH,RAJASTHAN,
4836,DALPAT SINGHPUR,DPT,F,HG3,BKN,NWR,GANGANAGAR,RAJASTHAN,
4837,DHANA LADANPUR,DZL,F,HG3,BKN,NWR,BHIWANI,HARYANA,
4838,FATEH SINGHWALA,FSW,F,HG3,BKN,NWR,GANGANAGAR,RAJASTHAN,
4839,FATEHGARH HARYANA HA,FGH,F,HG3,BKN,NWR,BHIWANI,HARYANA,
4840,GAHRI BHAGI,GHB,F,HG3,BKN,NWR,BATHINDA,PUNJAB,
4841,GOLSAR,GOZ,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4842,GUGALWA KIRTAN HALT,GLKN,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4843,GURHA KEMLA HALT,GRKA,F,HG3,BKN,NWR,MAHENDRAGARH,HARYANA,
4844,HANSIAWAS,HSWS,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4845,HIRNAWALI,HLW,F,HG3,BKN,NWR,HANUMANGARH,RAJASTHAN,
4846,JODHKA,JOK,F,HG3,BKN,NWR,SIRSA,HARYANA,
4847,JORKIAN,JRKN,F,HG3,BKN,NWR,HANUMANGARH,RAJASTHAN,
4848,KALANA,KALN,F,HG3,BKN,NWR,HANUMANGARH,RAJASTHAN,
4849,KANDHARAN HALT,KDHN,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4850,KESHAV NAGAR HA,KSVR,A,HG3,BKN,NWR,GANGANAGAR,RAJASTHAN,
4851,KHABRA KALAN,KBKN,F,HG3,BKN,NWR,FATEHABAD,HARYANA,
4852,KHARAK,KHRK,F,HG3,BKN,NWR,BHIWANI,HARYANA,
4853,KHILERIYAN,KLYN,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4854,KUSHALPURA HALT,KLSP,F,HG3,BKN,NWR,BHIWANI,HARYANA,
4855,LASERI HALT,LSE,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4856,MAHUWALA HALT,MHUL,F,HG3,BKN,NWR,FATEHABAD,HARYANA,
4857,MANWALA KOT BAKHTU,MKBH,F,HG3,BKN,NWR,BATHINDA,PUNJAB,
4858,MASANIWALA,MSWA,F,HG3,BKN,NWR,GANGANAGAR,RAJASTHAN,
4859,MAYAR,MAYR,F,HG3,BKN,NWR,HISAR,HARYANA,
4860,MELUSAR,MELH,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4861,NALOI BARWA,BVZ,F,HG3,BKN,NWR,BHIWANI,HARYANA,
4862,NANGAL DEGROTA,NDRT,F,HG3,BKN,NWR,MAHENDRAGARH,HARYANA,
4863,NANGAL PATHANI,NLQ,F,HG3,BKN,NWR,REWARI,HARYANA,
4864,NANWAN HALT,NWN,F,HG3,BKN,NWR,MAHENDRAGARH,HARYANA,
4865,NAWAN,NAWN,F,HG3,BKN,NWR,HANUMANGARH,RAJASTHAN,
4866,NOSARIA HALT,NOA,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4867,NYOLIKALAN,NKN,F,HG3,BKN,NWR,HISAR,HARYANA,
4868,PAHARSAR,PRSR,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4869,PATHRALA,PTRL,F,HG3,BKN,NWR,BATHINDA,PUNJAB,
4870,PATUWAS MEHRANA,PUW,F,HG3,BKN,NWR,BHIWANI,HARYANA,
4871,PAYLI,PYI,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4872,RAGHUNATHGARH,RGNH,F,HG3,BKN,NWR,GANGANAGAR,RAJASTHAN,
4873,SAHUWALA,SHWL,F,HG3,BKN,NWR,GANGANAGAR,RAJASTHAN,
4874,SALEMGARH MASANI HAL,SJSM,F,HG3,BKN,NWR,HANUMANGARH,RAJASTHAN,
4875,SARDARGARH,SRZ,F,HG3,BKN,NWR,GANGANAGAR,RAJASTHAN,
4876,SHRI MAKRI NATH NAGA,SMNN,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4877,SHRI RAMGARH,SHRG,F,HG3,BKN,NWR,HANUMANGARH,RAJASTHAN,
4878,SIRSALA HALT,SRSL,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4879,SITALNAGAR,STNR,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4880,SUI,SUI,F,HG3,BKN,NWR,BHIWANI,HARYANA,
4881,SUKHCHAIN,SCV,F,HG3,BKN,NWR,SIRSA,HARYANA,
4882,SURERA,SURR,F,HG3,BKN,NWR,SIRSA,HARYANA,
4883,UDASAR,UDS,F,HG3,BKN,NWR,CHURU,RAJASTHAN,
4884,ZORAWARPURA,ZPR,F,HG3,BKN,NWR,GANGANAGAR,RAJASTHAN,
4885,BIKANER JN.,BKN,A,NSG3,BKN,NWR,BIKANER,RAJASTHAN,
4886,HISAR JN.,HSR,A,NSG3,BKN,NWR,HISAR,HARYANA,
4887,SHRI GANGANAGAR,SGNR,A,NSG-3,BKN,NWR,GANGANAGAR,RAJASTHAN,
4888,BHIWANI JN.,BNW,A,NSG4,BKN,NWR,BHIWANI,HARYANA,
4889,HANUMANGARH JN.,HMH,A,NSG4,BKN,NWR,HANUMANGARH,RAJASTHAN,
4890,LALGARH JN.,LGH,A,NSG-4,BKN,NWR,BIKANER,RAJASTHAN,
4891,SIRSA,SSA,B,NSG-4,BKN,NWR,SIRSA,HARYANA,
4892,SURATGARH JN.,SOG,A,NSG-4,BKN,NWR,GANGANAGAR,RAJASTHAN,
4893,ANUPGARH,APH,D,NSG5,BKN,NWR,GANGANAGAR,RAJASTHAN,
4894,BHATTU,BHT,D,NSG5,BKN,NWR,FATEHABAD,HARYANA,
4895,CHARKHI DADRI,CKD,D,NSG5,BKN,NWR,BHIWANI,HARYANA,
4896,CHURU,CUR,D,NSG5,BKN,NWR,CHURU,RAJASTHAN,
4897,GOGAMERI,GAMI,E,NSG5,BKN,NWR,HANUMANGARH,RAJASTHAN,
4898,HANSI,HNS,D,NSG5,BKN,NWR,HISAR,HARYANA,
4899,KALANWALI,KNL,D,NSG5,BKN,NWR,SIRSA,HARYANA,
4900,KOSLI,KSI,D,NSG5,BKN,NWR,REWARI,HARYANA,
4901,LOHARU JN.,LHU,D,NSG-5,BKN,NWR,BHIWANI,HARYANA,
4902,LUNKARANSAR,LKS,D,NSG-5,BKN,NWR,BIKANER,RAJASTHAN,
4903,MAHENDRAGARH,MHRG,D,NSG-5,BKN,NWR,MAHENDRAGARH,HARYANA,
4904,MANDI ADAMPUR,ADR,D,NSG-5,BKN,NWR,HISAR,HARYANA,
4905,MANDI DABWALI,MBY,D,NSG-5,BKN,NWR,SIRSA,HARYANA,
4906,PILI BANGAN,PGK,D,NSG-5,BKN,NWR,HANUMANGARH,RAJASTHAN,
4907,RAI SINGH NAGAR,RSNR,D,NSG-5,BKN,NWR,GANGANAGAR,RAJASTHAN,
4908,RAJALDESAR,RJR,E,NSG-5,BKN,NWR,CHURU,RAJASTHAN,
4909,RATANAGARH JN.,RTGH,D,NSG-5,BKN,NWR,CHURU,RAJASTHAN,
4910,SADULPUR JN.,SDLP,D,NSG-5,BKN,NWR,CHURU,RAJASTHAN,
4911,SADULSHAHAR,SDS,E,NSG-5,BKN,NWR,GANGANAGAR,RAJASTHAN,
4912,SANGARIYA,SGRA,D,NSG-5,BKN,NWR,HANUMANGARH,RAJASTHAN,
4913,SHRI KARANPUR,SRW,E,NSG-5,BKN,NWR,GANGANAGAR,RAJASTHAN,
4914,SRI DUNGARGARAH,SDGH,E,NSG-5,BKN,NWR,BIKANER,RAJASTHAN,
4915,SRI VIJAINAGAR,SBNR,E,NSG-5,BKN,NWR,GANGANAGAR,RAJASTHAN,
4916,ANUP SHAHR,AUS,E,NSG6,BKN,NWR,HANUMANGARH,RAJASTHAN,
4917,ARJANSAR,AS,E,NSG6,BKN,NWR,BIKANER,RAJASTHAN,
4918,ASLU,ASLU,E,NSG6,BKN,NWR,CHURU,RAJASTHAN,
4919,BAGWALI,BWB,E,NSG6,BKN,NWR,BATHINDA,PUNJAB,
4920,BAMLA,BMLL,F,NSG6,BKN,NWR,ROHTAK,HARYANA,
4921,BANWALI,BWC,E,NSG6,BKN,NWR,GANGANAGAR,RAJASTHAN,
4922,BAP,BAF,E,NSG6,BKN,NWR,JODHPUR,RAJASTHAN,
4923,BARA GUDHA,BGD,E,NSG6,BKN,NWR,AMBALA,HARYANA,
4924,BAWANI KHERA,BWK,E,NSG6,BKN,NWR,BHIWANI,HARYANA,
4925,BENISAR,BS,E,NSG6,BKN,NWR,BIKANER,RAJASTHAN,
4926,BHAGWANSAR,BNSR,E,NSG6,BKN,NWR,BIKANER,RAJASTHAN,
4927,BHIWANI CITY,BNWC,E,NSG6,BKN,NWR,BHIWANI,HARYANA,
4928,BIGGA,BIGA,E,NSG6,BKN,NWR,BIKANER,RAJASTHAN,
4929,BIRADHWAL,BDWL,E,NSG6,BKN,NWR,GANGANAGAR,RAJASTHAN,
4930,BIRANG KHERA,BMK,E,NSG6,BKN,NWR,SRI MUKTSAR SAHIB,PUNJAB,
4931,CHARAUD,CRW,E,NSG6,BKN,NWR,HISAR,HARYANA,
4932,DABLI RATHAN,DBI,E,NSG6,BKN,NWR,HANUMANGARH,RAJASTHAN,
4933,DAHINA-ZAINABAD,DZB,E,NSG6,BKN,NWR,REWARI,HARYANA,
